,lodAIC,model,property,pid,short_response
953,pid_graph:AP97EF32AF,llama-online,governance, Magnet        ,Community Governance
954,pid_graph:APC5D9FD66,llama-online,metadata, MeSH ID                  ,Common Metadata Schema for Identifier
955,pid_graph:AP536A3B36,llama-online,structure, MeSH ID                ,No Prefix
956,pid_graph:APD8221FC5,llama-online,governance, MeSH ID                ,Unknown
957,pid_graph:APAF6D1B60,llama-online,metadata, MMDB-ID          ,No Metadata Schema Prescribed
958,pid_graph:AP57F5D1A0,llama-online,structure, MMDB-ID        ,Predefined Identifier Structure
959,pid_graph:APB828EF87,llama-online,governance, MMDB-ID        ,Community Governance
960,pid_graph:AP06A9004D,llama-online,metadata, NLM Catalog ID                  ,Common Metadata Schema for Identifier
961,pid_graph:APE174797C,llama-online,structure, NLM Catalog ID                ,No Prefix
962,pid_graph:AP8978ED41,llama-online,governance, NLM Catalog ID                ,Community Governance
963,pid_graph:AP1802A32D,llama-online,metadata, Not Applicable          ,Common Metadata Schema for Identifier
964,pid_graph:AP78F0FFC7,llama-online,structure, Not Applicable        ,Allows User Semantics
965,pid_graph:APA04DA7EE,llama-online,governance, Not Applicable        ,Community Governance
966,pid_graph:AP73B3DD76,llama-online,metadata, Nucleotide GI number          ,No Metadata Schema Prescribed
967,pid_graph:APC3B7B950,llama-online,structure, Nucleotide GI number        ,Predefined Identifier Structure
968,pid_graph:AP23F3FDCA,llama-online,governance, Nucleotide GI number        ,Closed Governance
969,pid_graph:AP17BF6A3E,llama-online,metadata, NZBN          ,Common Metadata Schema for Identifier
970,pid_graph:AP0A070B23,llama-online,structure, NZBN        ,Predefined Identifier Structure
971,pid_graph:AP11F42B96,llama-online,governance, NZBN        ,Closed Governance
972,pid_graph:APC0287C32,llama-online,metadata, OCLC Control Number          ,Common Metadata Schema for Identifier
973,pid_graph:AP6714E8D3,llama-online,structure, OCLC Control Number        ,Predefined Identifier Structure
974,pid_graph:AP937CDC35,llama-online,governance, OCLC Control Number        ,Membership Governance
975,pid_graph:AP8FF70CF0,llama-online,metadata, OMID          ,Common Metadata Schema for Identifier
976,pid_graph:AP807DE36F,llama-online,structure, OMID        ,Predefined Identifier Structure
977,pid_graph:AP63D3A128,llama-online,governance, OMID        ,Unknown
978,pid_graph:APE88A87FA,llama-online,metadata, OpenCitations Corpus          ,Metadata Schema per Entity
979,pid_graph:APEFB361BF,llama-online,structure, OpenCitations Corpus        ,Predefined Identifier Structure
980,pid_graph:AP2D94D91D,llama-online,governance, OpenCitations Corpus        ,Community Governance
981,pid_graph:APA13B9E2E,llama-online,metadata, OpenURL          ,Custom/Non-Standard Metadata Schema
982,pid_graph:AP782A2822,llama-online,structure, OpenURL        ,No Prefix
983,pid_graph:AP676BAA67,llama-online,governance, OpenURL        ,Community Governance
984,pid_graph:AP929EAD7E,llama-online,metadata, ORCID          ,Metadata Schema per Entity
985,pid_graph:APE9F2BE40,llama-online,structure, ORCID        ,Predefined Identifier Structure
986,pid_graph:AP1A624C29,llama-online,governance, ORCID        ,Community Governance
987,pid_graph:AP5B9003B4,llama-online,metadata, PIC          ,Common Metadata Schema for Identifier
988,pid_graph:AP2A7B7AA5,llama-online,structure, PIC        ,Predefined Identifier Structure
989,pid_graph:AP0E4802AF,llama-online,governance, PIC        ,Unknown
990,pid_graph:AP1F989A4F,llama-online,metadata, PIDINST          ,Common Metadata Schema for Identifier
991,pid_graph:AP98EB73EC,llama-online,structure, PIDINST        ,Predefined Identifier Structure
992,pid_graph:APB327A007,llama-online,governance, PIDINST        ,Community Governance
993,pid_graph:AP860E8B59,llama-online,metadata, PMCID          ,Common Metadata Schema for Identifier
994,pid_graph:AP726955FE,llama-online,structure, PMCID        ,No Prefix
995,pid_graph:APEEB0D6ED,llama-online,governance, PMCID        ,Unknown
996,pid_graph:AP4BA11389,llama-online,metadata, PMID          ,No Metadata Schema Prescribed
997,pid_graph:AP8126B8FC,llama-online,structure, PMID        ,Predefined Identifier Structure
998,pid_graph:AP6696E213,llama-online,governance, PMID        ,Unknown
999,pid_graph:AP15136682,llama-online,metadata, PopSet ID          ,Common Metadata Schema for Identifier
1000,pid_graph:AP37C0E3CA,llama-online,structure, PopSet ID        ,Predefined Identifier Structure
1001,pid_graph:APF6FD443F,llama-online,governance, PopSet ID        ,Community Governance
1002,pid_graph:AP9C28FF52,llama-online,metadata, Probe ID	          ,No Metadata Schema Prescribed
1003,pid_graph:AP70997618,llama-online,structure, Probe ID	        ,Allows User Semantics
1004,pid_graph:AP0D0F1EBB,llama-online,governance, Probe ID	        ,Unknown
1005,pid_graph:APE7C73AEE,llama-online,metadata, Protein Cluster ID          ,Common Metadata Schema for Identifier
1006,pid_graph:APD8A7E7D9,llama-online,structure, Protein Cluster ID        ,Predefined Identifier Structure
1007,pid_graph:APA115108E,llama-online,governance, Protein Cluster ID        ,Membership Governance
1008,pid_graph:AP18EB8DDF,llama-online,metadata, Protein GI number                  ,Not found
1009,pid_graph:AP0CAAE76C,llama-online,structure, Protein GI number                ,No Prefix
1010,pid_graph:APE176F8F2,llama-online,governance, Protein GI number                ,Unknown
1011,pid_graph:AP3B7D30A2,llama-online,metadata, PSSM-ID          ,Common Metadata Schema for Identifier
1012,pid_graph:AP2759A7BA,llama-online,structure, PSSM-ID        ,No Prefix
1013,pid_graph:AP3332945F,llama-online,governance, PSSM-ID        ,Community Governance
1014,pid_graph:APBDC13427,llama-online,metadata, PURL          ,Common Metadata Schema for Identifier
1015,pid_graph:AP0E661050,llama-online,structure, PURL        ,No Prefix
1016,pid_graph:APE905BF3D,llama-online,governance, PURL        ,Community Governance
1017,pid_graph:AP8ADE986F,llama-online,metadata, QID          ,Common Metadata Schema for Identifier
1018,pid_graph:APB4A4197A,llama-online,structure, QID        ,Allows Managed Prefix
1019,pid_graph:AP2CE0F6CA,llama-online,governance, QID        ,Community Governance
1020,pid_graph:AP3AFA133D,llama-online,metadata, QID / WDQID          ,Common Metadata Schema for Identifier
1021,pid_graph:APE94041BD,llama-online,structure, QID / WDQID        ,Allows User Semantics
1022,pid_graph:AP787A439E,llama-online,governance, QID / WDQID        ,Community Governance
1023,pid_graph:APC3A01FEF,llama-online,metadata, RAI ID          ,Common Metadata Schema for Identifier
1024,pid_graph:APA622D3AF,llama-online,structure, RAI ID        ,No Prefix
1025,pid_graph:APB4AAD71E,llama-online,governance, RAI ID        ,Community Governance
1026,pid_graph:AP598AF583,llama-online,metadata, RAID          ,Common Metadata Schema for Identifier
1027,pid_graph:AP61EAAD53,llama-online,structure, RAID        ,Predefined Identifier Structure
1028,pid_graph:AP8849B784,llama-online,governance, RAID        ,Closed Governance
1029,pid_graph:AP69672D69,llama-online,metadata, re3data          ,Common Metadata Schema for Identifier
1030,pid_graph:AP95377133,llama-online,structure, re3data        ,Predefined Identifier Structure
1031,pid_graph:APED7D81D2,llama-online,governance, re3data        ,Unknown
1032,pid_graph:AP7BEF25F7,llama-online,metadata, ResearcherID          ,Common Metadata Schema for Identifier
1033,pid_graph:APC5117D6B,llama-online,structure, ResearcherID        ,Predefined Identifier Structure
1034,pid_graph:APF158387E,llama-online,governance, ResearcherID        ,Membership Governance
1035,pid_graph:APAEC1565C,llama-online,metadata, RIN          ,No Metadata Schema Prescribed
1036,pid_graph:AP9FBEB438,llama-online,structure, RIN        ,No Prefix
1037,pid_graph:APB33F63BA,llama-online,governance, RIN        ,Unknown
1038,pid_graph:AP05ECAA7C,llama-online,metadata, Ringgold ID          ,Common Metadata Schema for Identifier
1039,pid_graph:APB570AA88,llama-online,structure, Ringgold ID        ,No Prefix
1040,pid_graph:AP303B6A65,llama-online,governance, Ringgold ID        ,Membership Governance
1041,pid_graph:AP326BDC7A,llama-online,metadata, RoR          ,Common Metadata Schema for Identifier
1042,pid_graph:AP7C44C272,llama-online,structure, RoR        ,Allows Managed Prefix
1043,pid_graph:APAEFFBCAA,llama-online,governance, RoR        ,Community Governance
1044,pid_graph:AP50CD53C2,llama-online,metadata, rs number          ,No Metadata Schema Prescribed
1045,pid_graph:AP3F56ECB4,llama-online,structure, rs number        ,Allows User Semantics
1046,pid_graph:AP6ED04673,llama-online,governance, rs number        ,Community Governance
1047,pid_graph:AP26895946,llama-online,metadata, SBN/ ICCU          ,Metadata Schema per Entity
1048,pid_graph:AP61BB8D3B,llama-online,structure, SBN/ ICCU        ,Predefined Identifier Structure
1049,pid_graph:APEEA3FABC,llama-online,governance, SBN/ ICCU        ,Closed Governance
1050,pid_graph:AP8909655A,llama-online,metadata, ScopusAuthorID          ,Common Metadata Schema for Identifier
1051,pid_graph:AP6375E039,llama-online,structure, ScopusAuthorID        ,No Prefix
1052,pid_graph:AP87B5F4C3,llama-online,governance, ScopusAuthorID        ,Membership Governance
1053,pid_graph:AP17C10C20,llama-online,metadata, SF-edu-ID          ,No Metadata Schema Prescribed
1054,pid_graph:AP431D16AB,llama-online,structure, SF-edu-ID        ,Predefined Identifier Structure
1055,pid_graph:APBA169C90,llama-online,governance, SF-edu-ID        ,Membership Governance
1056,pid_graph:APD5C04E55,llama-online,metadata, SID          ,Common Metadata Schema for Identifier
1057,pid_graph:AP55D40E39,llama-online,structure, SID        ,Allows User Semantics
1058,pid_graph:APFE111757,llama-online,governance, SID        ,Community Governance
1059,pid_graph:APB7924815,llama-online,metadata, SRA ID	          ,Common Metadata Schema for Identifier
1060,pid_graph:AP026361D7,llama-online,structure, SRA ID	        ,No Prefix
1061,pid_graph:AP1060083A,llama-online,governance, SRA ID	        ,Unknown
1062,pid_graph:AP9D4E0270,llama-online,metadata, SWHID          ,Common Metadata Schema for Identifier
1063,pid_graph:APB621B935,llama-online,structure, SWHID        ,Predefined Identifier Structure
1064,pid_graph:APADDC70C2,llama-online,governance, SWHID        ,Community Governance
1065,pid_graph:AP0D49A97F,llama-online,metadata, swMath          ,Common Metadata Schema for Identifier
1066,pid_graph:APF1A7534C,llama-online,structure, swMath        ,Predefined Identifier Structure
1067,pid_graph:AP87A8EE39,llama-online,governance, swMath        ,Unknown
1068,pid_graph:APCBC32480,llama-online,metadata, TaxID          ,No Metadata Schema Prescribed
1069,pid_graph:AP9615D794,llama-online,structure, TaxID        ,Predefined Identifier Structure
1070,pid_graph:AP47838CB5,llama-online,governance, TaxID        ,Unknown
1071,pid_graph:APD304387E,llama-online,metadata, Toolkit ID          ,No Metadata Schema Prescribed
1072,pid_graph:APD5E899A7,llama-online,structure, Toolkit ID        ,Predefined Identifier Structure
1073,pid_graph:AP330E8E1C,llama-online,governance, Toolkit ID        ,Community Governance
1074,pid_graph:APF06772D5,llama-online,metadata, UID          ,Common Metadata Schema for Identifier
1075,pid_graph:APB8DEAED5,llama-online,structure, UID        ,Predefined Identifier Structure
1076,pid_graph:AP48CE265F,llama-online,governance, UID        ,Community Governance
1077,pid_graph:AP5EFDC9C2,llama-online,metadata, ULAN ID          ,No Metadata Schema Prescribed
1078,pid_graph:AP7F2F1CF6,llama-online,structure, ULAN ID        ,No Prefix
1079,pid_graph:AP30895518,llama-online,governance, ULAN ID        ,Closed Governance
1080,pid_graph:APA7151CEC,llama-online,metadata, UPC          ,No Metadata Schema Prescribed
1081,pid_graph:APCE348A49,llama-online,structure, UPC        ,No Prefix
1082,pid_graph:AP609E7980,llama-online,governance, UPC        ,Unknown
1083,pid_graph:APB5F4CE9A,llama-online,metadata, URI          ,Common Metadata Schema for Identifier
1084,pid_graph:AP5527CE9E,llama-online,structure, URI        ,Predefined Identifier Structure
1085,pid_graph:AP28181B71,llama-online,governance, URI        ,Community Governance
1086,pid_graph:APC89D905B,llama-online,metadata, URL          ,Not found
1087,pid_graph:AP9B37AC7E,llama-online,structure, URL        ,Allows User Semantics
1088,pid_graph:AP9C01BB3B,llama-online,governance, URL        ,Unknown
1089,pid_graph:AP405C0A28,llama-online,metadata, URN          ,No Metadata Schema Prescribed
1090,pid_graph:APC01E3E64,llama-online,structure, URN        ,Allows User Semantics
1091,pid_graph:AP4A43C5E1,llama-online,governance, URN        ,Community Governance
1092,pid_graph:AP839F16BF,llama-online,metadata, URN: ISNI          ,Common Metadata Schema for Identifier
1093,pid_graph:APF302A708,llama-online,structure, URN: ISNI        ,No Prefix
1094,pid_graph:APC9577F36,llama-online,governance, URN: ISNI        ,Membership Governance
1095,pid_graph:AP919747A9,llama-online,metadata, URN:ISAN          ,Common Metadata Schema for Identifier
1096,pid_graph:AP4730F76B,llama-online,structure, URN:ISAN        ,Predefined Identifier Structure
1097,pid_graph:APB5FAD20C,llama-online,governance, URN:ISAN        ,Closed Governance
1098,pid_graph:AP75F188A9,llama-online,metadata, URN:ISBN          ,Common Metadata Schema for Identifier
1099,pid_graph:AP2ADE8F76,llama-online,structure, URN:ISBN        ,No Prefix
1100,pid_graph:APC836EE5A,llama-online,governance, URN:ISBN        ,Membership Governance
1101,pid_graph:APBE99E28C,llama-online,metadata, URN:ISMN          ,No Metadata Schema Prescribed
1102,pid_graph:APEB3CBA28,llama-online,structure, URN:ISMN        ,Predefined Identifier Structure
1103,pid_graph:APA8D3FB9B,llama-online,governance, URN:ISMN        ,Closed Governance
1104,pid_graph:AP9503BF20,llama-online,metadata, URN:ISRC          ,Common Metadata Schema for Identifier
1105,pid_graph:AP8C322A3C,llama-online,structure, URN:ISRC        ,Predefined Identifier Structure
1106,pid_graph:AP83DA5A63,llama-online,governance, URN:ISRC        ,Unknown
1107,pid_graph:AP35B7E552,llama-online,metadata, URN:ISSN          ,Common Metadata Schema for Identifier
1108,pid_graph:APF6CCBDCB,llama-online,structure, URN:ISSN        ,Predefined Identifier Structure
1109,pid_graph:AP42AD424B,llama-online,governance, URN:ISSN        ,Unknown
1110,pid_graph:AP6E370A61,llama-online,metadata, URN:ISTC          ,Common Metadata Schema for Identifier
1111,pid_graph:AP97009070,llama-online,structure, URN:ISTC        ,Predefined Identifier Structure
1112,pid_graph:AP4D1BA927,llama-online,governance, URN:ISTC        ,Membership Governance
1113,pid_graph:APD8D84B5E,llama-online,metadata, URN:LSID          ,No Metadata Schema Prescribed
1114,pid_graph:APF48CFB26,llama-online,structure, URN:LSID        ,Allows User Semantics
1115,pid_graph:APF0D83A5C,llama-online,governance, URN:LSID        ,Unknown
1116,pid_graph:AP6DF35D62,llama-online,metadata, URN:NBN          ,Common Metadata Schema for Identifier
1117,pid_graph:AP59F68F77,llama-online,structure, URN:NBN        ,Allows Managed Prefix
1118,pid_graph:APC6A3D9FF,llama-online,governance, URN:NBN        ,Closed Governance
1119,pid_graph:AP41ECD1BD,llama-online,metadata, URN:NBN:AT          ,Common Metadata Schema for Identifier
1120,pid_graph:AP8008D7FA,llama-online,structure, URN:NBN:AT        ,Predefined Identifier Structure
1121,pid_graph:AP1A53FF1A,llama-online,governance, URN:NBN:AT        ,Closed Governance
1122,pid_graph:APB2095E9F,llama-online,metadata, URN:NBN:CH          ,Common Metadata Schema for Identifier
1123,pid_graph:APA06B4683,llama-online,structure, URN:NBN:CH        ,Predefined Identifier Structure
1124,pid_graph:APDE7297E5,llama-online,governance, URN:NBN:CH        ,Closed Governance
1125,pid_graph:APACE55868,llama-online,metadata, URN:NBN:CZ          ,Common Metadata Schema for Identifier
1126,pid_graph:AP76F8F7C7,llama-online,structure, URN:NBN:CZ        ,Predefined Identifier Structure
1127,pid_graph:AP522D5AA9,llama-online,governance, URN:NBN:CZ        ,Closed Governance
1128,pid_graph:APF6A6A869,llama-online,metadata, URN:NBN:DE          ,Common Metadata Schema for Identifier
1129,pid_graph:APE769E314,llama-online,structure, URN:NBN:DE        ,Predefined Identifier Structure
1130,pid_graph:AP719BB30A,llama-online,governance, URN:NBN:DE        ,Closed Governance
1131,pid_graph:AP331EBA04,llama-online,metadata, URN:NBN:FI          ,Common Metadata Schema for Identifier
1132,pid_graph:APCFF730EE,llama-online,structure, URN:NBN:FI        ,Predefined Identifier Structure
1133,pid_graph:APBEA6E256,llama-online,governance, URN:NBN:FI        ,Membership Governance
1134,pid_graph:AP7176D70F,llama-online,metadata, URN:NBN:HR          ,No Metadata Schema Prescribed
1135,pid_graph:APDE8F9ACB,llama-online,structure, URN:NBN:HR        ,Predefined Identifier Structure
1136,pid_graph:APE41A8923,llama-online,governance, URN:NBN:HR        ,Closed Governance
1137,pid_graph:AP44027BBF,llama-online,metadata, URN:NBN:HU          ,Common Metadata Schema for Identifier
1138,pid_graph:AP4572F30F,llama-online,structure, URN:NBN:HU        ,Predefined Identifier Structure
1139,pid_graph:AP721F1A83,llama-online,governance, URN:NBN:HU        ,Membership Governance
1140,pid_graph:APC7F22B9F,llama-online,metadata, URN:NBN:IT          ,No Metadata Schema Prescribed
1141,pid_graph:APCBC1B049,llama-online,structure, URN:NBN:IT        ,Predefined Identifier Structure
1142,pid_graph:AP4CB96B72,llama-online,governance, URN:NBN:IT        ,Membership Governance
1143,pid_graph:APDDA9A403,llama-online,metadata, URN:NBN:NL          ,Common Metadata Schema for Identifier
1144,pid_graph:AP4056BB9B,llama-online,structure, URN:NBN:NL        ,Predefined Identifier Structure
1145,pid_graph:APA21A70DB,llama-online,governance, URN:NBN:NL        ,Closed Governance
1146,pid_graph:AP36D0A0A2,llama-online,metadata, URN:NBN:NO          ,Custom/Non-Standard Metadata Schema
1147,pid_graph:AP1F5852CC,llama-online,structure, URN:NBN:NO        ,Predefined Identifier Structure
1148,pid_graph:AP8EE2113B,llama-online,governance, URN:NBN:NO        ,Closed Governance
1149,pid_graph:AP36FB0A22,llama-online,metadata, URN:NBN:SE          ,No Metadata Schema Prescribed
1150,pid_graph:APB7FC8248,llama-online,structure, URN:NBN:SE        ,Predefined Identifier Structure
1151,pid_graph:APDBEDF92D,llama-online,governance, URN:NBN:SE        ,Closed Governance
1152,pid_graph:AP053C1146,llama-online,metadata, URN:NBN:SI          ,Common Metadata Schema for Identifier
1153,pid_graph:AP5F0FC813,llama-online,structure, URN:NBN:SI        ,Predefined Identifier Structure
1154,pid_graph:APD72B372A,llama-online,governance, URN:NBN:SI        ,Closed Governance
1155,pid_graph:APCDF040D7,llama-online,metadata, URN:NBN:SK          ,No Metadata Schema Prescribed
1156,pid_graph:APABB5875A,llama-online,structure, URN:NBN:SK        ,Predefined Identifier Structure
1157,pid_graph:APB4F13581,llama-online,governance, URN:NBN:SK        ,Closed Governance
1158,pid_graph:AP58783383,llama-online,metadata, URN:OID          ,No Metadata Schema Prescribed
1159,pid_graph:AP3EDE10DA,llama-online,structure, URN:OID        ,Predefined Identifier Structure
1160,pid_graph:AP31C7C9A1,llama-online,governance, URN:OID        ,Unknown
1161,pid_graph:APA986EE4C,llama-online,metadata, VAT number          ,Common Metadata Schema for Identifier
1162,pid_graph:AP4B010E13,llama-online,structure, VAT number        ,Predefined Identifier Structure
1163,pid_graph:APAF186B7F,llama-online,governance, VAT number        ,Unknown
1164,pid_graph:APE534415E,llama-online,metadata, VIAF          ,Custom/Non-Standard Metadata Schema
1165,pid_graph:APD431175D,llama-online,structure, VIAF        ,Predefined Identifier Structure
1166,pid_graph:AP0618AADB,llama-online,governance, VIAF        ,Membership Governance
1167,pid_graph:APBC205000,llama-online,metadata, Virta-id          ,Common Metadata Schema for Identifier
1168,pid_graph:AP0768B895,llama-online,structure, Virta-id        ,Allows User Semantics
1169,pid_graph:AP2A12D44D,llama-online,governance, Virta-id        ,Unknown
1170,pid_graph:APDA9B2BF0,llama-online,metadata, W3ID          ,Common Metadata Schema for Identifier
1171,pid_graph:APC36FE881,llama-online,structure, W3ID        ,Predefined Identifier Structure
1172,pid_graph:AP3C336A25,llama-online,governance, W3ID        ,Community Governance
1173,pid_graph:APA9AF5C07,llama-online,metadata, Wikipedia          ,Common Metadata Schema for Identifier
1174,pid_graph:APD3A26E57,llama-online,structure, Wikipedia        ,No Prefix
1175,pid_graph:AP7EDAF255,llama-online,governance, Wikipedia        ,Membership Governance
1176,pid_graph:AP0E090818,llama-online,metadata, WOS          ,Common Metadata Schema for Identifier
1177,pid_graph:AP6B4D6F20,llama-online,structure, WOS        ,Allows Managed Prefix
1178,pid_graph:APF804ABAA,llama-online,governance, WOS        ,Unknown
1179,pid_graph:AP1F09D421,llama-online,metadata, XRI          ,Custom/Non-Standard Metadata Schema
1180,pid_graph:APB3B9415B,llama-online,structure, XRI        ,Predefined Identifier Structure
1181,pid_graph:APF62101A9,llama-online,governance, XRI        ,Unknown
1182,pid_graph:APD2B5807A,llama-online,metadata, Z39.88-2004          ,No Metadata Schema Prescribed
1183,pid_graph:AP8AC7F009,llama-online,structure, Z39.88-2004        ,No Prefix
1184,pid_graph:APCF11C735,llama-online,governance, Z39.88-2004        ,Community Governance
1185,pid_graph:APDB82E23B,llama-online,metadata, zbMath          ,Common Metadata Schema for Identifier
1186,pid_graph:AP4A7794ED,llama-online,structure, zbMath        ,No Prefix
1187,pid_graph:AP69D33426,llama-online,governance, zbMath        ,Closed Governance
